  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 18/03/2024 13:49 ;  
 Commandabilité : Toutes ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Niveau d'extraction : Rayon, Groupe de famille, Famille, Sous-famille, Unité de Gestion, EAN ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Fréquence d'extraction :  ;  ;  ;  ;  ;  ; Fin de planification :  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Note : les champs avec * sont liées à la période de vente sélectionnée ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
 Code Secteur ; Libellé Secteur ; Code Rayon ; Libellé Rayon ; Code Groupe de Famille  ; Libellé  Groupe de Famille  ; Code Famille  ; Libellé  Famille  ; Code Sous-Famille  ; Libellé  Sous-Famille  ; Code Unité de Besoin  ; Code UG  ; EAN ; Article Libellé Court ; Article Libellé Long ; Libellé Marque ; Libellé Fournisseur ; PAHT ; PV Mag ; PV Mag HT ; TVA en % ; Quantité vendue * ; Type Qté ; Montant achat HT * ; Montant vente TTC * ; Marge en valeur ; Marge en % ; Stock en quantité ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ;  ;  ;  ;  ;  ;  ;  ; 2166 ; 2230 ;  ;  ;  ;  ;  ;  ;  ;  ; 10207,000 ;  ; 31064,88 ; 42359,23 ; 4478,745 ; 0,1223719 ; 33531,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ;  ;  ;  ;  ;  ; 321 ; 327 ;  ;  ;  ;  ;  ;  ;  ;  ; 4286,000 ;  ; 11648,1 ; 16461,93 ; 2269,684 ; 0,1680855 ; 8180,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ;  ;  ;  ; 35 ; 36 ;  ;  ;  ;  ;  ;  ;  ;  ; 1362,000 ;  ; 3754,58 ; 5565,06 ; 887,6086 ; 0,1510761 ; 1285,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ;  ; 17 ; 18 ;  ;  ;  ;  ;  ;  ;  ;  ; 866,000 ;  ; 2395,91 ; 3557,43 ; 568,615 ; 0,1030458 ; 751,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 002 ; 0000003650297 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 31,000 ;  ; 98,89 ; 106,95 ; -9,765 ; -0,07608695 ; 29,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 002 ; 0000003650297 ; 3133200056748 ; 6 RLX PH LOTUS COL ; LOTUS 6RLX PH COLLECT AQU ; LOTUS ; ESSITY FRANCE ; 3,19 ; 3,45 ; 2,88 ; 0,2 ; 31,000 ; UVC ; 98,89 ; 106,95 ; -9,765 ; -0,07608695 ; 29,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 002 ; 0000003835262 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 18,000 ;  ; 153,36 ; 188,82 ; 3,99 ; 0,01760936 ; 2,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 002 ; 0000003835262 ; 5601028032001 ; X32 PAPIER HYGIENI ; X32 PAPIER HYGIENIQUE REN ; RENOVA ; RENOVA FRANCE ; 8,52 ; 11,99 ; 9,99 ; 0,2 ; 18,000 ; UVC ; 153,36 ; 188,82 ; 3,99 ; 0,01760936 ; 2,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 002 ; 0000004207309 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 38,1 ; 54,5 ; 7,316667 ; 0,1118756 ; 16,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 002 ; 0000004207309 ; 8004260006835 ; LE TREFLE MAX DOUC ; LE TREFLE MAX DOUCEUR BLC ; LE TREFLE ; SOFIDEL FRANCE ; 3,81 ; 5,45 ; 4,54 ; 0,2 ; 10,000 ; UVC ; 38,1 ; 54,5 ; 7,316667 ; 0,1118756 ; 16,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003171566 ; 2 ;  ;  ;  ;  ;  ;  ;  ;  ; 30,000 ;  ; 371,47 ; 289,3 ; -130,3867 ; -0,3692089 ; 54,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003171566 ; 3133200094702 ; 28+4 RLX PH CONF ; LOTUS PH CONF ROSE 28+4 ; LOTUS ; ESSITY FRANCE ; 14,19 ; 11,19 ; 9,33 ; 0,2 ; 1,000 ; UVC ; 14,19 ; 11,19 ; -4,865 ; -0,3623027 ; 0,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003171566 ; 3133200094856 ; 24 RLX PH COLOR AQ ; 24 RLX PH COLOR AQUA LOTU ; LOTUS ; ESSITY FRANCE ; 12,32 ; 9,59 ; 7,99 ; 0,2 ; 29,000 ; UVC ; 357,28 ; 278,11 ; -125,5217 ; -0,3761152 ; 54,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001493395 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 12,000 ;  ; 63,24 ; 121,8 ; 38,26 ; 0,2617679 ; 31,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001493395 ; 3560070210985 ; 24RLX PH.BL.COMPAC ; 24RLX PH.BL.COMPACT CLAS. ; CRF ESSENT ; ICT FRANCE ; 5,27 ; 10,15 ; 8,46 ; 0,2 ; 12,000 ; UVC ; 63,24 ; 121,8 ; 38,26 ; 0,2617679 ; 31,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001066309 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 66,000 ;  ; 177,54 ; 350,92 ; 114,8933 ; 0,2728384 ; 19,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001066309 ; 3560070213627 ; 12RLX PAP.HYG.COMP ; 12RLX PAP.HYG.COMPA.BLC 2 ; CRF ESSENT ; ICT FRANCE ; 2,69 ; 5,39 ; 4,49 ; 0,2 ; 66,000 ; UVC ; 177,54 ; 350,92 ; 114,8933 ; 0,2728384 ; 19,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001328607 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 229,000 ;  ; 336,63 ; 661,91 ; 214,9617 ; 0,270633 ; 173,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001328607 ; 3560070332557 ; 12RLX PH.BLANC 2 P ; 12RLX PH.BLANC 2 PLIS CON ; CRF ESSENT ; ICT FRANCE ; 1,47 ; 2,89 ; 2,41 ; 0,2 ; 229,000 ; UVC ; 336,63 ; 661,91 ; 214,9617 ; 0,270633 ; 173,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000000021395 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 89,000 ;  ; 133,5 ; 257,21 ; 80,84167 ; 0,2619185 ; 42,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000000021395 ; 3560070809899 ; 12X PH 2P ROSE CON ; 12X PH 2P ROSE CONFORT CR ; CRF ESSENT ; ICT FRANCE ; 1,5 ; 2,89 ; 2,41 ; 0,2 ; 89,000 ; UVC ; 133,5 ; 257,21 ; 80,84167 ; 0,2619185 ; 42,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001185993 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 59,000 ;  ; 173,46 ; 294,41 ; 71,88167 ; 0,2034625 ; 65,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000001185993 ; 3560070809929 ; 24RLX PH 2P ROSE C ; 24RLX PH 2P ROSE CONFORT ; CRF ESSENT ; ICT FRANCE ; 2,94 ; 4,99 ; 4,16 ; 0,2 ; 59,000 ; UVC ; 173,46 ; 294,41 ; 71,88167 ; 0,2034625 ; 65,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000002580197 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 90,000 ;  ; 261,9 ; 449,1 ; 112,35 ; 0,2084725 ; 109,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000002580197 ; 3560070971930 ; X24 PH 2 PLIS BLAN ; X24 PH 2 PLIS BLANC CRF ; CRF ESSENT ; ICT FRANCE ; 2,91 ; 4,99 ; 4,16 ; 0,2 ; 90,000 ; UVC ; 261,9 ; 449,1 ; 112,35 ; 0,2084725 ; 109,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003761682 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 4,000 ;  ; 11,72 ; 17,4 ; 2,78 ; 0,1331418 ; 4,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003761682 ; 5029053577616 ; KLEENEX  DERMO DOU ; KLEENEX  DERMO DOUCEUR X6 ; KLEENEX ; KIMBERLY CLARK ; 2,93 ; 4,35 ; 3,63 ; 0,2 ; 4,000 ; UVC ; 11,72 ; 17,4 ; 2,78 ; 0,1331418 ; 4,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003630918 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 43,000 ;  ; 261,44 ; 218,87 ; -79,04833 ; -0,3009714 ; 91,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 003 ; 0000003630918 ; 7322540819342 ; LOTUS PHR12 ROSE B ; LOTUS PHR12 ROSE BLC 50 A ; LOTUS ; ESSITY FRANCE ; 6,08 ; 5,09 ; 4,24 ; 0,2 ; 43,000 ; UVC ; 261,44 ; 218,87 ; -79,04833 ; -0,3009714 ; 91,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 004 ; 0000003650367 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 33,000 ;  ; 125,73 ; 144,87 ; -5,005 ; -0,02879018 ; 18,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 004 ; 0000003650367 ; 3133200054072 ; 6 RLX PH ULTRA DOU ; LOTUS P.WC ULTR DOUX AQUA ; LOTUS ; ESSITY FRANCE ; 3,81 ; 4,39 ; 3,66 ; 0,2 ; 33,000 ; UVC ; 125,73 ; 144,87 ; -5,005 ; -0,02879018 ; 18,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 004 ; 0000000021396 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 29,000 ;  ; 24,07 ; 79,75 ; 42,38833 ; 0,4429293 ; 34,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 004 ; 0000000021396 ; 3560070809837 ; X6RLX PH 2P CONFOR ; X6RLX PH 2P CONFORT FRESH ; CRF ESSENT ; ICT FRANCE ; 0,83 ; 2,75 ; 2,29 ; 0,2 ; 29,000 ; UVC ; 24,07 ; 79,75 ; 42,38833 ; 0,4429293 ; 34,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 004 ; 0000001181257 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 79,000 ;  ; 90,06 ; 125,61 ; 14,615 ; 0,09696016 ; 25,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 004 ; 0000001181257 ; 3560071080921 ; X6 PH COMPACT 2P R ; X6 PH COMPACT 2P ROSE SIM ; SIMPL ; SOFIDEL FRANCE ; 1,14 ; 1,57 ; 1,31 ; 0,2 ; 79,000 ; UVC ; 90,06 ; 125,61 ; 14,615 ; 0,09696016 ; 25,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 005 ; 0000003793283 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 22,000 ;  ; 34,98 ; 117,7 ; 63,10333 ; 0,4467809 ; 6,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 005 ; 0000003793283 ; 3560070138951 ; X12  RLX BLC BLEU ; X12  RLX BLC BLEU PARFUME ; CRF-CDM ; WEPA FRANCE SAS ; 1,59 ; 5,35 ; 4,46 ; 0,2 ; 22,000 ; UVC ; 34,98 ; 117,7 ; 63,10333 ; 0,4467809 ; 6,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 005 ; 0000001633124 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 22,000 ;  ; 39,82 ; 78,31 ; 25,43833 ; 0,2707012 ; 33,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 000 ; PH ROULEAUX 2 PLIS ; 005 ; 0000001633124 ; 3560071488444 ; X18 ROULE PT FSC 2 ; X18 ROULE PT FSC 2 PLIS S ; SIMPL ; SOFIDEL FRANCE ; 1,81 ; 3,55 ; 2,96 ; 0,2 ; 22,000 ; UVC ; 39,82 ; 78,31 ; 25,43833 ; 0,2707012 ; 33,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ;  ; 13 ; 13 ;  ;  ;  ;  ;  ;  ;  ;  ; 400,000 ;  ; 1179,88 ; 1764,37 ; 290,4283 ; 0,1659801 ; 424,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003665245 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 46,000 ;  ; 180,32 ; 200,3 ; -13,40333 ; -0,05576358 ; 37,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003665245 ; 3133200095037 ; 6RLX PH STYLE MOLT ; PH STYLE MOLT AQUA 6RLX ; LOTUS ; ESSITY FRANCE ; 3,92 ; 4,35 ; 3,63 ; 0,2 ; 46,000 ; UVC ; 180,32 ; 200,3 ; -13,40333 ; -0,05576358 ; 37,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003810158 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 62,000 ;  ; 120,9 ; 281,84 ; 113,9667 ; 0,3369721 ; 15,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003810158 ; 3560070150403 ; 12 RLX P.HYG.3P BL ; 12 RLX P.HYG.3P BLC/BLEU ; CRF ESSENT ; SOFIDEL FRANCE ; 1,95 ; 4,99 ; 4,16 ; 0,2 ; 62,000 ; UVC ; 120,9 ; 281,84 ; 113,9667 ; 0,3369721 ; 15,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000001248229 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 22,000 ;  ; 60,5 ; 98,78 ; 21,81667 ; 0,184051 ; 11,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000001248229 ; 3560070180585 ; X12 RLX PH COT 3P ; X12 RLX PH COT 3P 140 FEU ; CRF-CDM ; WEPA FRANCE SAS ; 2,75 ; 4,49 ; 3,74 ; 0,2 ; 22,000 ; UVC ; 60,5 ; 98,78 ; 21,81667 ; 0,184051 ; 11,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000001001761 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 68,000 ;  ; 136 ; 316,82 ; 128,0167 ; 0,3367229 ; 175,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000001001761 ; 3560070214310 ; 12 RLX P.HYG.3P RO ; 12 RLX P.HYG.3P ROSE CRF ; CRF ESSENT ; ICT FRANCE ; 2 ; 4,99 ; 4,16 ; 0,2 ; 68,000 ; UVC ; 136 ; 316,82 ; 128,0167 ; 0,3367229 ; 175,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000001546091 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 10,000 ;  ; 15,2 ; 36,9 ; 15,55 ; 0,3511744 ; 7,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000001546091 ; 3560070381388 ; 6RLX PH ULTRA CONF ; 6RLX PH ULTRA CONFORT 5P ; CRF CLASS ; WEPA FRANCE SAS ; 1,52 ; 3,69 ; 3,08 ; 0,2 ; 10,000 ; UVC ; 15,2 ; 36,9 ; 15,55 ; 0,3511744 ; 7,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003640708 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 26,000 ;  ; 40,82 ; 77,74 ; 23,96333 ; 0,2568748 ; 15,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003640708 ; 3560071237219 ; PH 6RLX 200F 3PLIS ; PH 6RLX 200F 3PLIS CRF EC ; CRF ECOPLA ; WEPA FRANCE SAS ; 1,57 ; 2,99 ; 2,49 ; 0,2 ; 26,000 ; UVC ; 40,82 ; 77,74 ; 23,96333 ; 0,2568748 ; 15,000 ;  ;  
 01 ; PGC ; 12 ; PARFUMERIE HYGIENE ; 120 ; HYGIENE PAPIERS ; 1200 ; PAPIERS HYGIENIQUES ; 001 ; PH ROULEAUX 3 PLIS ; 001 ; 0000003917288 ; 1 ;  ;  ;  ;  ;  ;  ;  ;  ; 11,000 ;  ; 13,64 ; 37,29 ; 17,435 ; 0,3896264 ; 21,000 ;  ;  
